City,Datetime,Tweet Id,Text,Username
Wollongong,2021-03-10 08:55:36+00:00,1369572636435521537,"@ILM2018 @IndigoDaya @BEINGMHC @NSWMHC @VMIAC I know of ex-clinicians who have had serious and life changing mental health issues. Is this the type of peer worker you are encoutering, or something different?@ILM2018",timheffo
Wollongong,2021-03-02 01:17:03+00:00,1366558133489856514,"Week 2 of #RecoveryCamp at @UOWMakerspace and our clocks are taking shape

Making time for mental health 

#punsofRecoveryCamp https://t.co/TKYIpk6jHu",Recovery_Camp
Wollongong,2021-02-24 04:50:25+00:00,1364437503432777729,"Olivia, the coincidence factor is telling: “...take mental health leave when the shit was hitting the fan...” https://t.co/o0J6AqCpGL",VernVerass
Wollongong,2021-02-09 19:40:54+00:00,1359225781784829955,"Nothing beats a 5.30am  workout with my son @brandonmathie 
#fatherson #familyfirst 
#mathieclan 
#mentalhealth @ Bodyfit Miranda https://t.co/CLgRB4s4RY",ianangusmathie
Wollongong,2021-01-05 06:25:47+00:00,1346342108181905408,"@LornaMoxham @ACMHN these evidence based partnerships between lived experience peer workers and mental health nurses are important in inpatient and community mental health, and in those big spaces in between. recovery camp is excellent evidence.",timheffo
Wollongong,2020-12-23 08:08:30+00:00,1341656916116705280,@shandebarc1 Who got the digital mental health tender? @HittingAlice @agedcarecrisis @criprights,YODsupporter
Wollongong,2020-12-16 09:33:47+00:00,1339141666330963970,"A real honour to be asked to be a keynote speaker &amp; facilitate our Stage 1: Mental Health Awareness session to the NSW School Sports Unit last night❤️✊🏼
#NSWCHS #SchoolSports #MentalHealthAwareness 
#MentalHealthMovement https://t.co/E46t272TwM",ashtonsims26
Wollongong,2020-12-11 19:18:57+00:00,1337476987808432129,"Breaking Down The Stigma 🧠🗣
#NewPurpose #NewMission
#MentalHealth #Perseverance ❤️✊🏼 https://t.co/fTHnAsFJRS",ashtonsims26
Wollongong,2020-12-11 00:49:40+00:00,1337197827080908807,Worthwhile findings at a time when 1.5 million Australians are receiving welfare payments and even the Productivity Commission say the reporting requirements and work-for-the-dole obligations are destructive to mental health. https://t.co/JIOEjbB25s,CathBlakey
Wollongong,2020-12-09 05:07:44+00:00,1336537996934279169,"Self imposed writing retreat to reflect on what has been a big year and consider future directions for supporting the psychological wellbeing of teachers across the globe.

 #schoolreform #teachersmatter #critcalreflection #mentalhealth #psychologicalsafety https://t.co/tgzg9TqGWh",DFalecki
Wollongong,2020-12-06 04:17:06+00:00,1335438088969981952,Young woman at the hospital with Mental health issues. Seems ok but obviously has an issue. She's been here for 13 hours and they've given her 1 drink of water. So I gave her a drink and offered to buy her a sandwich. I understand staffing issues at hospital but get her something,MickinGong
Wollongong,2020-11-29 03:54:58+00:00,1332895805540327425,"Always.  Josephine  xxx

#camden #counselling #mediation #kind #workplacemediation #therapy #connection #listen #parentingplan #mentalhealth #lifecoach #family #familylaw #parenting #cute https://t.co/NXVPvTjoDF",JByrnesluna
Wollongong,2020-11-19 01:49:28+00:00,1329240343418609665,"Renewed faith helps James through employment, mental health challenges https://t.co/NgTxZgqwQ5 via @Sthn_Hland_News Hi all if you are a subscriber to the Southern Highland News here is an article written by Jackie Meyers about my life's experiences and my new Business adventure",bernard_elsing
Wollongong,2020-11-15 01:42:32+00:00,1327789048690143232,"Hey everyone! Just want to do a quick video to share about Movember. 
For those who know me Mental Health and Mens Mental Health is something I'm very passionate about raising awareness and advocating for.
If you can please donate below 👇
https://t.co/GsvqgI25BG
#Movember https://t.co/rspO3Bsnb4",No1_dragonsfan
Wollongong,2020-11-13 18:40:22+00:00,1327320415564222470,"Right back at you Dan. 
I’m very privelidged to transition into a job that I feel as strongly &amp; as passionately as I did with #RugbyLeague 
Helping individuals better manage their mental health, in turn, better managing themselves &amp; being an educated support network for others🧠 https://t.co/V6lQKVMgq1",ashtonsims26
Wollongong,2020-11-01 02:23:56+00:00,1322726034500800513,"#movember2020 I aim to create convo for many battling #mentalhealth and also send a message. ‘Their choices have lifelong effects on others’. 
I also want to urge young men to screen for #TesticularCancer just like I did in 2013. Don’t be embarrassed 👨🏻
https://t.co/cO6236pAvg",Tim_Robinson11
