City,Datetime,Tweet Id,Text,Username
Toowoomba,2020-03-07 09:58:28+00:00,1236229720607305728,"@swearyanthony With the massive aging population who simply find jet travel too difficult or cannot survive the pressurisation/low oxygen dehydration, cruise liners have  a right future after they conquer (and they will) covid19",chrisrauchle
Toowoomba,2020-03-01 23:03:56+00:00,1234253065743564800,"Health Report #COVID19  https://t.co/3fFUUEI070

Trump has expressed confidence in his nation's preparedness for a coronavirus outbreak, despite it recording death over the weekend #RN

but there are concerns virus has been silently spreading in Washington State for weeks",snaglet
Toowoomba,2020-03-01 22:58:57+00:00,1234251810660962304,"@bagwellian @RNBreakfast @RBAInfo #CoVid19 in Washington state, virus had a head start in usa, wow, my goodness, thank you andrew swan, health report @RadioNational",snaglet
Toowoomba,2020-03-01 01:00:28+00:00,1233920002496974848,@chiragsangoi9 Drop in aerosol masking affect due to industrial downturn #COVID19,snaglet
Toowoomba,2020-02-28 21:49:18+00:00,1233509507252264965,@PhillipAdams_1 @GreenJ @simonahac @ClimateBen side effect of #COVID19 on #ClimateEmergency https://t.co/nFwUBPSdV4,snaglet
Toowoomba,2020-02-28 21:43:06+00:00,1233507944945205248,@epee_la @VoisinNadine1 Nom du chat est Covid19,snaglet
Toowoomba,2020-02-25 01:37:23+00:00,1232117352453439488,"@Lowetennant @petshopboys @neworder @nypost Blue Monday  versus covid19 Hotspot, willothewisp is excellent, excellent album, #petshopboys",snaglet
Toowoomba,2020-03-07 23:43:12+00:00,1236437273685700614,Instead of handshaking - we did the Vulcan greeting in church this morning! Good to laugh in church... (Shout out to Jono O'Neill!) #coronavirus #LiveLongandProsper @catalystipswich @ Catalyst Church Ipswich https://t.co/XYvjoS9ni8,CarlMutzelburg
Toowoomba,2020-03-04 07:04:05+00:00,1235098675833122816,If you are correcting mainstream media using “Soccer” instead of “Football” you are the equivalent of your Aunt correcting people’s spelling on a Facebook post about coronavirus.,StephenCarlyon
Toowoomba,2020-03-04 02:58:53+00:00,1235036966208417792,@ezraklein @SeanBradbery All in the key coronavirus demographic. 😄😄,joefrompeel
Toowoomba,2020-03-01 23:03:56+00:00,1234253065743564800,"Health Report #COVID19  https://t.co/3fFUUEI070

Trump has expressed confidence in his nation's preparedness for a coronavirus outbreak, despite it recording death over the weekend #RN

but there are concerns virus has been silently spreading in Washington State for weeks",snaglet
Toowoomba,2020-02-28 23:59:37+00:00,1233542300413894656,Eye catching headline this morning:  “People are selling coronavirus merch now”... betcha they didn’t source that merch in China. I’m wondering how supply chains will respond medium/long term? #diversify @ResearchRural,Ben_Lyons_
Toowoomba,2020-02-18 00:41:09+00:00,1229566488744321025,@usqedu colleagues Prof. Stuart Biddle &amp; Celmara Pocock always teach me about #healthinregions #storiedlandscapes #culture #healthinformatics @JoSheppard04 @ProfJohnCole where to next with regional thinking? Disaster recovery becoming a bigger topic than ever #coronavirus #floods https://t.co/uKNULIH85O,Ben_Lyons_
Toowoomba,2020-02-04 04:02:35+00:00,1224543750191378432,#coronavirus #coronavirusaustralia #CoronavirusWho https://t.co/ip5IKEZIld,snaglet
Toowoomba,2020-01-28 11:33:01+00:00,1222120390119419905,"Discussing the impact on our regions Coronavirus: When China sneezes,will regional aust get a cold?' on ABC AustraliaWide ⁦@sineadmangan⁩ ⁦@RadioNational⁩ ⁦@usqedu⁩ ⁦@ResearchRural⁩ ⁦@GeorgieSomerset⁩ ⁦@kmacbris⁩  https://t.co/H1C2xyd9At",Ben_Lyons_
Toowoomba,2020-03-06 21:03:35+00:00,1236034718425960448,"Ah yes, the non-partisan high road of not wanting to be decimated by a pandemic https://t.co/vog9eM6T2b",StephenCarlyon
Toowoomba,2020-03-03 21:06:30+00:00,1234948284948418560,@PhillipAdams_1 The Boris could become a global pandemic,snaglet
Toowoomba,2020-03-03 12:03:29+00:00,1234811633400074242,"@CNN Yeah such a relief. Finally a chance to come up for air... I mean, unless like a pandemic were about to hit... hahaha but that would never happen.... haha no more bushfires yay",StephenCarlyon
Toowoomba,2020-03-03 10:39:34+00:00,1234790513913450497,"@jonkudelka If a pandemic comes I’d like to be well stocked for it, in body fat.",StephenCarlyon
Toowoomba,2020-02-29 12:26:15+00:00,1233730197171523584,Today I journeyed the information superhighway hoping to find out what supplies you need to be pandemic prepared. I expected it to be a few cans of baked beans and some Panadol. What actually topped the list of the first list I read: sheets of plastic to carry out your dead,StephenCarlyon
Toowoomba,2020-01-05 08:12:46+00:00,1213735074098642944,@mrbenjaminlaw The only thing missing is a pandemic,snaglet
Toowoomba,2020-01-05 04:13:58+00:00,1213674977439797251,"@Chasedogman Climate chaos, WWIII,all we require is a pandemic",snaglet
