City,Datetime,Tweet Id,Text,Username
Canberra,2020-02-29 11:56:01+00:00,1233722588007809024,"Oh God, separate me from depression, and treat me from negligence in prayers, and do not afflict me with concerns that I cannot tolerate, and make me respond to your prayers ..",HIDRIS9
Canberra,2020-02-22 05:44:06+00:00,1231092277725913089,"Repression is a terrible thing. For me, it caused depression and insecurity. To this day I feel robbed of part of my adolescence.

Idk about this other girl, I haven't spoken to her in years. IDK if she's straight and was just acting out. Or if she's out now, or in the closet.",faithmeckley
Canberra,2020-02-18 22:02:59+00:00,1229889072497229824,"@ActPeoples @MissDissentEats I know an AFP officer who was diagnosed with depression a couple of years ago. He manages it exceptionally well, however is terrified that the AFP will find out and as you’ve rightfully outlined, exploit his vulnerabilities.",DSR_____
Canberra,2020-02-15 21:49:52+00:00,1228798608343830528,@AusAirForce We can not thank the Air Force enough for our beautiful failed RAAF dog RIO. He love to our family is unbelievable. She has helped us with Anxiety and Depression. When inside and we are having one of those days she want leave our side. She is so protective of our us. https://t.co/MUtHEYj94w,kimcollinsdsnsg
Canberra,2020-02-07 00:40:23+00:00,1225580028966166528,@simon_rosenbaum - DOUBLE WHAM EFFECT -exercise and diet stops weight gain in patients with new mental health diagnoses and just 60 min of exercise per weeks stops 12-17% of depression - #Semtakeaways #acsep20 https://t.co/lpfnzs7RUR,CJSMonline
Canberra,2020-01-31 22:30:49+00:00,1223373093856518144,"Farewell, my friend. 
A brilliantly funny man, lost. No judgment, ever... ‘It’ wasn’t ‘You’. Your intellect sometimes obscured but your memory always held strong. 
Alcoholism, depression and loneliness... who knows… https://t.co/5DnQNtdpyK",hil_clix_pix
Canberra,2020-01-01 06:34:11+00:00,1212260714133409792,"Last decade, I had zero children, zero published books and zero literary awards. Now I have four, ten and one respectively.

Also had zero depression; now, much.

The world might be going down the tubes, but I can't deny that the last ten years have been (mostly) good to me.",Shane_W_Smith
Canberra,2019-12-24 07:39:07+00:00,1209377953684967424,"It’s Christmas Eve. 4 years ago, if I’d known how to recognise the signs of depression, I’d be worried about myself. Today, I’m so okay. I know my triggers, I know my check points, I know how to care for myself. I know it’s highly unlikely I will end in that pit of despair again.",AnnaRafferty_
Canberra,2019-12-14 15:13:01+00:00,1205868298996346880,Google translated pokemans. tag urself I'm nuggets (ft dusty bowl aka dust depression) https://t.co/XOr0mXjiii,beanliege
Canberra,2019-12-08 03:12:54+00:00,1203512749235400705,A powerfully emotional place. @awmemorial #mentalhealth #anxiety #depression @ Australian War Memorial https://t.co/3dJz1qHlv8,brettjarosz
Canberra,2019-12-08 03:12:50+00:00,1203512734022680582,A powerfully emotional place. @awmemorial #mentalhealth #anxiety #depression @ Australian War Memorial https://t.co/3dJz1qHlv8,brettjarosz
Canberra,2019-12-08 03:12:49+00:00,1203512728427515905,A powerfully emotional place. @awmemorial #mentalhealth #anxiety #depression @ Australian War Memorial https://t.co/3dJz1qHlv8,brettjarosz
Canberra,2019-12-08 03:12:46+00:00,1203512716704399360,A powerfully emotional place. @awmemorial #mentalhealth #anxiety #depression @ Australian War Memorial https://t.co/3dJz1qHlv8,brettjarosz
Canberra,2019-12-04 20:12:49+00:00,1202319867208028160,@AnitaHeiss Go for it Anita. My teen’s depression does seem to impact on her self esteem. There will be some in the audience with the same. They need positive messages &amp; reassurance xx,Tiffany_King
Canberra,2019-12-04 04:02:57+00:00,1202075792672460800,"Such an interesting idea, that one would need to accept the need for support in order to regain autonomy and agency when experiencing depression. #Ozanth2019 JLT",TFSTweets
Canberra,2019-11-20 05:58:55+00:00,1197031546793811969,"A culturally-appropriate depression screening tool for Aboriginal and Torres Strait Islander peoples not only works, it should be rolled out across the country, according to a new study. @AMSANTaus @NACCHOAustralia @AustPsych @CroakeyNews https://t.co/NzDlk3aql3",AipaAust
Canberra,2019-11-07 06:17:53+00:00,1192325280137801728,Like the depression is making me sad and the lack of stimulation from my adhd is making me so easily frustrated everything is 100 000 x more difficult now,beanliege
Canberra,2019-10-30 23:26:54+00:00,1189685134863126528,Upcoming workshop on 'Dealing with Depression in Rural Aus' in #Mudgee #Cowra #Bourke #Tamworth #BrokenHill and more places #ruralaus. #mentalhealth https://t.co/INdtvyBpCa,MaddieCook27
Canberra,2019-10-29 05:08:04+00:00,1189046220083195904,Pssht wish someone had told me being healthy would help with my depression...,GByronWilliams
Canberra,2019-10-21 10:37:25+00:00,1186229999864410118,"@TarleeOfficial I get the 'everyone hates me' one, but then depression pipes up with ""&gt;Implying they think you're important enough to hate"". My brain is a super fun place :|",RefereeJess
